timestamp,run,container,test,container_blkio_device_usage_total,container_cpu_load_average_10s,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_fs_inodes_free,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_limit_bytes,container_fs_read_seconds_total,container_fs_reads_bytes_total,container_fs_reads_merged_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_bytes_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failcnt,container_memory_failures_total,container_memory_kernel_usage,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_swap,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_oom_events_total,container_spec_cpu_period,container_spec_cpu_shares,container_spec_memory_limit_bytes,container_spec_memory_reservation_limit_bytes,container_spec_memory_swap_limit_bytes,container_start_time_seconds,container_tasks_state
1739745348,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,32.919736,199.178923,166.259187,0,8,0,0.11436756,0.193348546,1078945869824,0.0008204,,2889923,2150561,73112618,3842891208,110592,0.192528145,,204885457,84131352,1739745347,0,0,0,0,0,80982016,51593216,0,72998912,72998912,4617320,0,0,60644,248878512,0,0,61707,0,100000,2597,0,0,0,1739743203,0
1739745349,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,32.919736,199.178923,166.259187,0,8,0,0.11436756,0.193348546,1078945869824,0.0008204,,2889923,2150561,73112618,3842891208,110592,0.192528145,,204885457,84131352,1739745348,0,0,0,0,0,80982016,51593216,0,72998912,72998912,4617320,0,0,60644,248878512,0,0,61707,0,100000,2597,0,0,0,1739743203,0
1739745350,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,32.943886,199.364657,166.420771,0,8,1,0.114367709,0.193351598,1078945869824,0.000820406,,2889923,2150562,73112626,3842934864,110592,0.192531192,,204885716,84131447,1739745349,0,0,0,0,0,80982016,50720768,0,70758400,70758400,4621724,0,0,60702,249110989,0,0,61763,0,100000,2597,0,0,0,1739743203,0
1739745351,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,32.970508,199.538759,166.568251,0,8,0,0.114368387,0.193352434,1078945869824,0.000820406,,2889923,2150562,73112626,3842940528,110592,0.192532028,,204886096,84131697,1739745350,0,0,0,0,0,80982016,51552256,0,71323648,71323648,4626062,0,0,60759,249344189,0,0,61820,0,100000,2597,0,0,0,1739743203,0
1739745352,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,32.982973,199.650007,166.667034,0,8,0,0.114369031,0.193353257,1078945869824,0.000820406,,2889923,2150562,73112626,3842949232,110592,0.19253285,,204886703,84132034,1739745351,0,0,0,0,0,80982016,51396608,0,71168000,71168000,4628198,0,0,60787,249460650,0,0,61848,0,100000,2597,0,0,0,1739743203,0
1739745353,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.001259,199.741634,166.740375,0,8,1,0.114369878,0.193354474,1078945869824,0.000820406,,2889923,2150562,73112626,3842962936,110592,0.192534068,,204887434,84132383,1739745352,0,0,0,0,0,80982016,51429376,0,71200768,71200768,4630334,0,0,60815,249577146,0,0,61876,0,100000,2597,0,0,0,1739743203,0
1739745354,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.001259,199.741634,166.740375,0,8,1,0.114369878,0.193354474,1078945869824,0.000820406,,2889923,2150562,73112626,3842962936,110592,0.192534068,,204887434,84132383,1739745353,0,0,0,0,0,80982016,51429376,0,71200768,71200768,4630334,0,0,60815,249577146,0,0,61876,0,100000,2597,0,0,0,1739743203,0
1739745355,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.019502,199.861861,166.842359,0,8,1,0.1143713,0.193356364,1078945869824,0.000820406,,2889923,2150562,73112626,3842981592,110592,0.192535958,,204888615,84132882,1739745354,0,0,0,0,0,80982016,50081792,0,69853184,69853184,4632536,0,0,60844,249693955,0,0,61905,0,100000,2597,0,0,0,1739743203,0
1739745356,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.047163,200.05764,167.010477,0,8,1,0.114372461,0.19335773,1078945869824,0.000820406,,2889923,2150562,73112626,3842996528,110592,0.192537323,,204889733,84133277,1739745355,0,0,0,0,0,80982016,50462720,0,70234112,70234112,4636874,0,0,60901,249927390,0,0,61964,0,100000,2597,0,0,0,1739743203,0
1739745357,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.047163,200.05764,167.010477,0,8,1,0.114372461,0.19335773,1078945869824,0.000820406,,2889923,2150562,73112626,3842996528,110592,0.192537323,,204889733,84133277,1739745356,0,0,0,0,0,80982016,50462720,0,70234112,70234112,4636874,0,0,60901,249927390,0,0,61964,0,100000,2597,0,0,0,1739743203,0
1739745358,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.063617,200.136539,167.072921,0,8,1,0.114373766,0.193359259,1078945869824,0.000820406,,2889923,2150562,73112626,3843014472,110592,0.192538853,,204890944,84133711,1739745357,0,0,0,0,0,80982016,51593216,0,71360512,71360512,4638944,0,0,60928,250044090,0,0,61994,0,100000,2597,0,0,0,1739743203,0
1739745359,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.063617,200.136539,167.072921,0,8,1,0.114373766,0.193359259,1078945869824,0.000820406,,2889923,2150562,73112626,3843014472,110592,0.192538853,,204890944,84133711,1739745358,0,0,0,0,0,80982016,51593216,0,71360512,71360512,4638944,0,0,60928,250044090,0,0,61994,0,100000,2597,0,0,0,1739743203,0
1739745360,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.104958,200.325313,167.220354,0,8,1,0.114375375,0.193361489,1078945869824,0.000820406,,2889923,2150562,73112626,3843039752,110592,0.192541083,,204892226,84134184,1739745359,0,0,0,0,0,80982016,48357376,0,68141056,68141056,4643282,0,0,60985,250277596,0,0,62052,0,100000,2597,0,0,0,1739743203,0
1739745361,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.127246,200.434117,167.306871,0,8,1,0.1143765,0.19336327,1078945869824,0.000820406,,2889923,2150562,73112626,3843065048,110592,0.192542863,,204893469,84134608,1739745360,0,0,0,0,0,80982016,50618368,0,70397952,70397952,4645418,0,0,61013,250394293,0,0,62081,0,100000,2597,0,0,0,1739743203,0
1739745362,LO2_run_1739743201,light-oauth2-cadvisor-1,update_client_400_clientProfile,,0,33.127246,200.434117,167.306871,0,8,1,0.1143765,0.19336327,1078945869824,0.000820406,,2889923,2150562,73112626,3843065048,110592,0.192542863,,204893469,84134608,1739745361,0,0,0,0,0,80982016,50618368,0,70397952,70397952,4645418,0,0,61013,250394293,0,0,62081,0,100000,2597,0,0,0,1739743203,0
