timestamp,run,container,test,container_blkio_device_usage_total,container_cpu_load_average_10s,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_fs_inodes_free,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_limit_bytes,container_fs_read_seconds_total,container_fs_reads_bytes_total,container_fs_reads_merged_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_bytes_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failcnt,container_memory_failures_total,container_memory_kernel_usage,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_swap,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_errors_total,container_network_receive_packets_dropped_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_errors_total,container_network_transmit_packets_dropped_total,container_network_transmit_packets_total,container_oom_events_total,container_spec_cpu_period,container_spec_cpu_shares,container_spec_memory_limit_bytes,container_spec_memory_reservation_limit_bytes,container_spec_memory_swap_limit_bytes,container_start_time_seconds,container_tasks_state
1739745348,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.097093,105.582008,100.484915,0,1,0,0.11436756,0.193348546,1078945869824,0.0008204,,2889923,2150561,73112618,3842891208,69632,0.192528145,,204885457,84131352,1739745347,0,0,0,0,0,8474918912,8154693632,0,8388734976,8388734976,835685022,0,0,142025,5590787,0,0,70158,0,100000,2597,0,0,0,1739743203,0
1739745349,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.097093,105.582008,100.484915,0,1,0,0.11436756,0.193348546,1078945869824,0.0008204,,2889923,2150561,73112618,3842891208,69632,0.192528145,,204885457,84131352,1739745348,0,0,0,0,0,8474918912,8154693632,0,8388734976,8388734976,835685022,0,0,142025,5590787,0,0,70158,0,100000,2597,0,0,0,1739743203,0
1739745350,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.097104,105.582231,100.485126,0,1,0,0.114367701,0.193351594,1078945869824,0.000820406,,2889923,2150562,73112626,3842934856,69632,0.192531188,,204885705,84131446,1739745349,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,835685022,0,0,142025,5590787,0,0,70158,0,100000,2597,0,0,0,1739743203,0
1739745351,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.097104,105.582231,100.485126,0,1,0,0.114367701,0.193351594,1078945869824,0.000820406,,2889923,2150562,73112626,3842934856,69632,0.192531188,,204885705,84131446,1739745350,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,835685022,0,0,142025,5590787,0,0,70158,0,100000,2597,0,0,0,1739743203,0
1739745352,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.097162,105.584414,100.487252,0,1,0,0.114368555,0.193352729,1078945869824,0.000820406,,2889923,2150562,73112626,3842943488,69632,0.192532322,,204886232,84131796,1739745351,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,835709581,0,0,142041,5591711,0,0,70169,0,100000,2597,0,0,0,1739743203,0
1739745353,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.098153,105.586834,100.488681,0,1,3,0.11436979,0.193354374,1078945869824,0.000820406,,2889923,2150562,73112626,3842961952,69632,0.192533968,,204887353,84132343,1739745352,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,835763331,0,0,142056,5592371,0,0,70177,0,100000,2597,0,0,0,1739743203,0
1739745354,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.098153,105.586834,100.488681,0,1,3,0.11436979,0.193354374,1078945869824,0.000820406,,2889923,2150562,73112626,3842961952,69632,0.192533968,,204887353,84132343,1739745353,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,835763331,0,0,142056,5592371,0,0,70177,0,100000,2597,0,0,0,1739743203,0
1739745355,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.098178,105.594203,100.496024,0,1,1,0.11437097,0.193355969,1078945869824,0.000820406,,2889923,2150562,73112626,3842977664,69632,0.192535563,,204888271,84132758,1739745354,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,836189848,0,0,142083,5593413,0,0,70190,0,100000,2597,0,0,0,1739743203,0
1739745356,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.098211,105.600733,100.502522,0,1,1,0.114372095,0.193357333,1078945869824,0.000820406,,2889923,2150562,73112626,3842992064,69632,0.192536926,,204889317,84133141,1739745355,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,836548622,0,0,142147,5596016,0,0,70226,0,100000,2597,0,0,0,1739743203,0
1739745357,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.100091,105.610307,100.510215,0,1,1,0.114373473,0.193358934,1078945869824,0.000820406,,2889923,2150562,73112626,3843010680,69632,0.192538528,,204890610,84133599,1739745356,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,837086697,0,0,142225,5598666,0,0,70262,0,100000,2597,0,0,0,1739743203,0
1739745358,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.101195,105.616535,100.51534,0,1,0,0.114374381,0.193360216,1078945869824,0.000820406,,2889923,2150562,73112626,3843029744,69632,0.192539809,,204891485,84133926,1739745357,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,837363576,0,0,142277,5600521,0,0,70288,0,100000,2597,0,0,0,1739743203,0
1739745359,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.101195,105.616535,100.51534,0,1,0,0.114374381,0.193360216,1078945869824,0.000820406,,2889923,2150562,73112626,3843029744,69632,0.192539809,,204891485,84133926,1739745358,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,837363576,0,0,142277,5600521,0,0,70288,0,100000,2597,0,0,0,1739743203,0
1739745360,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.101803,105.626095,100.524292,0,1,3,0.114375396,0.193361525,1078945869824,0.000820406,,2889923,2150562,73112626,3843040080,69632,0.192541118,,204892244,84134195,1739745359,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,837953070,0,0,142366,5603405,0,0,70328,0,100000,2597,0,0,0,1739743203,0
1739745361,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.104821,105.649605,100.544783,0,1,1,0.11437682,0.193363617,1078945869824,0.000820406,,2889923,2150562,73112626,3843068192,69632,0.192543211,,204893760,84134702,1739745360,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,839121416,0,0,142511,5608162,0,0,70393,0,100000,2597,0,0,0,1739743203,0
1739745362,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.104821,105.649605,100.544783,0,1,1,0.11437682,0.193363617,1078945869824,0.000820406,,2889923,2150562,73112626,3843068192,69632,0.192543211,,204893760,84134702,1739745361,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,839121416,0,0,142511,5608162,0,0,70393,0,100000,2597,0,0,0,1739743203,0
1739745363,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.105756,105.654896,100.549139,0,1,1,0.114377951,0.193365002,1078945869824,0.000820406,,2889923,2150562,73112626,3843084448,69632,0.192544596,,204894969,84135128,1739745362,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,839466203,0,0,142528,5608650,0,0,70399,0,100000,2597,0,0,0,1739743203,0
1739745364,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.108643,105.670783,100.562139,0,1,1,0.114379596,0.193368133,1078945869824,0.000820406,,2889923,2150562,73112626,3843112112,69632,0.192547726,,204896423,84135672,1739745363,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,840399459,0,0,142702,5615253,0,0,70490,0,100000,2597,0,0,0,1739743203,0
1739745365,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.108643,105.670783,100.562139,0,1,1,0.114379596,0.193368133,1078945869824,0.000820406,,2889923,2150562,73112626,3843112112,69632,0.192547726,,204896423,84135672,1739745364,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,840399459,0,0,142702,5615253,0,0,70490,0,100000,2597,0,0,0,1739743203,0
1739745366,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.109444,105.683068,100.573623,0,1,1,0.114381047,0.193369681,1078945869824,0.000820406,,2889923,2150562,73112626,3843121216,69632,0.192549275,,204897027,84135905,1739745365,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,841047682,0,0,142812,5619094,0,0,70542,0,100000,2597,0,0,0,1739743203,0
1739745367,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.109444,105.683068,100.573623,0,1,1,0.114381047,0.193369681,1078945869824,0.000820406,,2889923,2150562,73112626,3843121216,69632,0.192549275,,204897027,84135905,1739745366,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,841047682,0,0,142812,5619094,0,0,70542,0,100000,2597,0,0,0,1739743203,0
1739745368,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.110359,105.69569,100.58533,0,1,1,0.114382608,0.193371771,1078945869824,0.000820406,,2889923,2150562,73112626,3843130224,69632,0.192551364,,204897646,84136150,1739745367,0,0,0,0,0,8474918912,8154693632,0,8388202496,8388202496,841814415,0,0,142956,5624376,0,0,70616,0,100000,2597,0,0,0,1739743203,0
1739745369,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.110364,105.695785,100.58542,0,1,1,0.114383595,0.193375684,1078945869824,0.000820406,,2889923,2150562,73112626,3843159720,69632,0.192555278,,204898373,84136410,1739745368,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,841814481,0,0,142957,5624376,0,0,70616,0,100000,2597,0,0,0,1739743203,0
1739745370,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.11109,105.702827,100.591737,0,1,1,0.11438499,0.193377283,1078945869824,0.000820406,,2889923,2150562,73112626,3843170816,69632,0.192556877,,204899272,84136730,1739745369,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,842281918,0,0,143041,5627498,0,0,70660,0,100000,2597,0,0,0,1739743203,0
1739745371,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.11109,105.702827,100.591737,0,1,1,0.11438499,0.193377283,1078945869824,0.000820406,,2889923,2150562,73112626,3843170816,69632,0.192556877,,204899272,84136730,1739745370,0,0,0,0,0,8474918912,8154693632,0,8388198400,8388198400,842281918,0,0,143041,5627498,0,0,70660,0,100000,2597,0,0,0,1739743203,0
1739745372,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.114962,105.7184,100.603437,0,1,1,0.114386574,0.193379829,1078945869824,0.000820406,,2889923,2150562,73112626,3843193536,69632,0.192559423,,204899902,84136996,1739745371,0,0,0,0,0,8474918912,8154697728,0,8388202496,8388202496,843073336,0,0,143186,5632722,0,0,70733,0,100000,2597,0,0,0,1739743203,0
1739745373,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.115961,105.725082,100.60912,0,1,1,0.114387961,0.193383284,1078945869824,0.000820406,,2889923,2150562,73112626,3843200184,69632,0.192562877,,204900434,84137186,1739745372,0,0,0,0,0,8474918912,8154697728,0,8388202496,8388202496,843452640,0,0,143246,5634475,0,0,70757,0,100000,2597,0,0,0,1739743203,0
1739745374,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.115961,105.725082,100.60912,0,1,1,0.114387961,0.193383284,1078945869824,0.000820406,,2889923,2150562,73112626,3843200184,69632,0.192562877,,204900434,84137186,1739745373,0,0,0,0,0,8474918912,8154697728,0,8388202496,8388202496,843452640,0,0,143246,5634475,0,0,70757,0,100000,2597,0,0,0,1739743203,0
1739745375,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.116989,105.738553,100.621563,0,1,0,0.114389164,0.193385372,1078945869824,0.000820406,,2889923,2150562,73112626,3843211808,69632,0.192564966,,204900920,84137390,1739745374,0,0,0,0,0,8474918912,8154701824,0,8388210688,8388210688,844230754,0,0,143341,5637719,0,0,70801,0,100000,2597,0,0,0,1739743203,0
1739745376,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.116989,105.747657,100.630667,0,1,1,0.114390839,0.193387454,1078945869824,0.000820406,,2889923,2150562,73112626,3843228416,69632,0.192567047,,204902104,84137875,1739745375,0,0,0,0,0,8474918912,8154701824,0,8388210688,8388210688,844683978,0,0,143422,5640699,0,0,70841,0,100000,2597,0,0,0,1739743203,0
1739745377,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.116989,105.747657,100.630667,0,1,1,0.114390839,0.193387454,1078945869824,0.000820406,,2889923,2150562,73112626,3843228416,69632,0.192567047,,204902104,84137875,1739745376,0,0,0,0,0,8474918912,8154701824,0,8388210688,8388210688,844683978,0,0,143422,5640699,0,0,70841,0,100000,2597,0,0,0,1739743203,0
1739745378,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.119693,105.760633,100.640939,0,1,1,0.114392139,0.193389063,1078945869824,0.000820406,,2889923,2150562,73112626,3843238848,69632,0.192568656,,204902879,84138179,1739745377,0,0,0,0,0,8474918912,8154701824,0,8388210688,8388210688,845446105,0,0,143518,5644190,0,0,70890,0,100000,2597,0,0,0,1739743203,0
1739745379,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.119693,105.760633,100.640939,0,1,1,0.114392139,0.193389063,1078945869824,0.000820406,,2889923,2150562,73112626,3843238848,69632,0.192568656,,204902879,84138179,1739745378,0,0,0,0,0,8474918912,8154701824,0,8388210688,8388210688,845446105,0,0,143518,5644190,0,0,70890,0,100000,2597,0,0,0,1739743203,0
1739745380,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.121579,105.769626,100.648047,0,1,1,0.114393814,0.193391853,1078945869824,0.000820406,,2889923,2150562,73112626,3843261344,69632,0.192571447,,204903792,84138564,1739745379,0,0,0,0,0,8474918912,8154705920,0,8388214784,8388214784,845956541,0,0,143598,5646761,0,0,70925,0,100000,2597,0,0,0,1739743203,0
1739745381,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.124456,105.787473,100.663016,0,1,1,0.114395458,0.193393656,1078945869824,0.000820406,,2889923,2150562,73112626,3843275136,69632,0.19257325,,204904872,84138961,1739745380,0,0,0,0,0,8474918912,8154705920,0,8388214784,8388214784,846896830,0,0,143737,5650817,0,0,70979,0,100000,2597,0,0,0,1739743203,0
1739745382,LO2_run_1739743201,jaeger-container,update_client_400_clientProfile,,0,5.125448,105.794544,100.669095,0,1,1,0.114396438,0.19339475,1078945869824,0.000820406,,2889923,2150562,73112626,3843281856,69632,0.192574344,,204905374,84139150,1739745381,0,0,0,0,0,8474918912,8154705920,0,8388214784,8388214784,847273135,0,0,143756,5651437,0,0,70987,0,100000,2597,0,0,0,1739743203,0
